1,67.4
2,39.4
3,56.8
4,36.2
5,43.2
6,38
7,45
8,38.2
9,24
10,41.3
11,27.8
12,48.2
13,10.7
14,65.3
15,31.5
16,24.5
17,21.3
18,28.1
19,28.1
20,21.5
21,31.6
22,18.3
23,11.7
24,40.1
25,7
26,13.7
27,28.6
28,15.5
29,27.1
30,33.9
31,14.3
32,12.1
33,37
34,14.6
35,33.5
36,7.6
37,8.3
38,32.1
39,0
40,19.2
41,12.9
42,20.8
43,14.3
44,10.2
45,13
46,25.9
47,13.2
48,23.2
49,22.3
50,15.9
51,23.3
52,38.7
53,33.7
54,37.7
55,44
56,25
57,31.3
58,25.9
59,38.7
60,3.1
61,41.1
62,3.3
63,41.1
64,22.4
65,13.6
66,26.2
67,7.7
68,25.3
69,24.3
70,8.3
71,33.1
72,18.7
73,26.1
74,14.5
75,14.5
76,24.6
77,22.8
78,16.8
79,18.6
80,32.9
81,26.8
82,14.8
83,18.8
84,35
85,29
86,36.8
87,38.7
88,21
89,33
90,43
91,37
92,49
93,26.2
94,47.1
95,53.3
96,71
97,112.8
98,157
99,163.6
100,142.1
101,124.8
102,107.2
103,97.3
104,85.3
105,73.3
106,73.6
107,85.8
108,80
109,116
110,122.2
111,128.1
112,128.1
113,104.2
114,102.7
115,73
116,90.9
117,61
118,61
119,49
120,55
121,56
122,50.1
123,44
124,38
125,32.1
126,26.3
127,38.2
128,26.4
129,25.6
130,31.6
131,19.8
132,31.7
133,25.9
134,26
135,32
136,14.5
137,26.3
138,20.6
139,19.2
140,20.9
141,21
142,15.4
143,15.6
144,21.6
145,15.9
146,10.4
147,16.3
148,16.4
149,11
150,16.7
151,16.9
152,15.6
153,0.9
154,21
155,15.9
156,4.9
157,21.7
158,32.7
159,0.2
160,26.1
161,22.1
162,11.4
163,17
164,17.1
165,17.3
166,17.3
167,12.2
168,12.3
169,23
170,2.1
171,7.5
172,12.9
173,13.1
174,2.8
175,13.6
176,18.9
177,19
178,8.9
179,19.5
180,30.1
181,30
182,35.1
183,55.9
184,263.8
185,2467.1
186,1379.7
187,604.7
188,367.9
189,332.9
190,403.6
191,552.2
192,1999.1
193,1352
194,613.2
195,389.4
196,292.6
197,1317.7
198,1058.7
199,574.5
200,380.5
201,278
202,212.6
203,173
204,155.2
205,414.8
206,358.4
207,220.4
208,184
209,148.1
210,185.6
211,159
212,413.5
213,304.5
214,241.1
215,151.5
216,132.7
217,73.9
218,106
219,88.5
220,79.8
221,97.5
222,132.5
223,211.2
224,220.1
225,220.3
226,167.6
227,202.9
228,415.4
229,686.6
230,457.5
231,350.3
232,368.8
233,377.9
234,662.8
235,1028.1
236,1325.4
237,1803.8
238,886.5
239,493.5
240,330
241,288.3
242,249.2
243,185.5
244,168.1
245,141.8
246,104.9
247,114
248,91.1
249,91
250,91
251,82
252,73
253,73.1
254,91
255,82
256,55.1
257,73.1
258,46.2
259,46.4
260,46.4
261,46.5
262,55.5
263,55.6
264,46.7
265,64.5
266,46.8
267,38.1
268,47.1
269,38.2
270,47.2
271,38.5
272,38.6
273,29.9
274,43.8
275,43.8
276,43.8
277,35.1
278,35.1
279,35.2
280,43.9
281,26.5
282,35.2
283,35.3
284,35.4
285,35.8
286,26.8
287,44.1
288,26.9
289,35.5
290,27
291,35.6
292,18.5
293,27.1
294,18.6
295,18.7
296,14.7
297,31.9
298,23.6
299,15.3
300,19.3
301,27.8
302,11
303,11.1
304,19.6
305,26.6
306,51.6
307,60
308,60
309,9.9
310,5.5
311,13.8
312,14.6
313,14
314,23
315,10.5
316,18.8
317,18.9
318,27.1
319,2.5
320,2.7
321,0
322,51.8
323,2.9
324,19.4
325,11.3
326,23.4
327,7.4
328,23.6
329,0
330,23.8
331,23.9
332,18
333,10.1
334,2.3
335,18.5
336,10.7
337,18.8
338,11.1
339,3.4
340,11.5
341,27.3
342,0
343,43.1
344,0
345,4.7
346,20.4
347,0
348,0
349,5.8
350,0
351,11.4
352,4
353,11.7
354,29.9
355,0
356,15.1
357,7.7
358,15.3
359,15.4
360,0.6
361,15.7
362,0.9
363,8.5
364,23.3
365,8.7
